,Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion Label
19654,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,"I interpret his signs as well as I can. If the Lord didn't want me to bring you back, how did I bring you back? I have no power. Only what he gives me and he gave me you.",neutral
19655,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Why?,surprise
19656,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,I don't know. Maybe you're only needed for this small part of his plan and nothing else. Maybe he brought you here to die again.,neutral
19657,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,What kind of god would do something like that?,surprise
19658,2016-06-19,Season 6,Episode 9,Battle of the Bastards,melisandre,The one we've got.,neutral
19659,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Last time we saw each other was at Winterfell, yes? You were making jokes about my height, I seem to recall. Everyone who makes a joke about a dwarf's height thinks he's the only person ever to make a joke about a dwarf's height. “The height of nobility,” “a man of your stature,” “someone to look up to.” You're all making the same five or six jokes.",neutral
19660,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,It was a long time ago.,neutral
19661,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"It was. And how have things been going for you since then? Not so well, I gather. Can't imagine you would have murdered the Stark boys if things had been going well.",surprise
19662,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I didn't murder the Stark boys. But I did things that were just as bad or worse.,disgust
19663,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,And he paid for them.,neutral
19664,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"Doesn't seem like it. He's still alive. It was complicated for you, I'm sure, growing up at Winterfell. Never quite knowing who you were. But then, we all live complicated lives, don't we?",neutral
19665,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"You've brought us 100 ships from the Iron Fleet with men to sail them. In return, I expect you want me to support your claim to the throne of the Iron Islands?",neutral
19666,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Not my claim. Hers.,neutral
19667,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And what's wrong with you?,anger
19668,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I'm not fit to rule.,sadness
19669,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,We can agree upon that at least.,neutral
19670,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Has the Iron Islands ever had a queen before?,neutral
19671,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,No more than Westeros.,neutral
19672,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Our Uncle Euron returned home after a long absence. He murdered our father and took the Salt Throne from yara. He would have murdered us if we had stayed.,anger
19673,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Lord Tyrion tells me your father was a terrible king.,fear
19674,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,You and I have that in common.,neutral
19675,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,We do. And both murdered by a usurper as well.,sadness
19676,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Will their ships be enough?,neutral
19677,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,"With the former Masters' fleet, possibly. Barely. There are more than 100 ships in the Iron Fleet.",neutral
19678,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,There are and Euron is building more. He's going to offer them to you.,neutral
19679,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,So why shouldn't I wait for him?,neutral
19680,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,The Iron Fleet isn't all he's bringing. He also wants to give you --,neutral
19681,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,"His big cock, I think he said. Euron's offer is also an offer of marriage, you see. You won't get one without the other.",neutral
19682,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And I imagine your offer is free of any marriage demands?,neutral
19683,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,"I never demand, but I'm up for anything, really.",neutral
19684,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,He murdered our father and would have murdered us. He'll murder you as soon as you have what he wants.,anger
19685,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,The Seven Kingdoms.,neutral
19686,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,All of them.,neutral
19687,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And you don't want the Seven Kingdoms?,anger
19688,2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Your ancestors defeated ours and took the Iron Islands. We ask you to give them back.,neutral
19689,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,And that's all?,surprise
19690,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,We'd like you to help us murder an uncle or two who don't think a woman's fit to rule.,anger
19691,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,Reasonable.,anger
19692,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tyrion lannister,What if everyone starts demanding their independence?,anger
19693,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"She's not demanding, she's asking. The others are free to ask as well. Our father were evil men, all of us here. They left the world worse than they found it. We're not going to do that. We're going to leave the world better than we found it.",neutral
19694,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,"You will support my claim as queen of the Seven Kingdoms and respect the integrity of the Seven Kingdoms. No more reaving, roving, raiding, or raping.",neutral
19695,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,That's our way of life.,neutral
19696,2016-06-19,Season 6,Episode 9,Battle of the Bastards,daenerys targaryen,No more.,anger
19697,2016-06-19,Season 6,Episode 9,Battle of the Bastards,yara greyjoy,No more.,anger
19698,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Do you like games, little man? Let's play a game. Run to your brother. The sooner you make it to him, the sooner you get to see him. That's it. That's the game. Easy. Ready? Go.",neutral
19699,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"No, you have to run, remember? Those are the rules.",neutral
19700,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Don't.,neutral
19701,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Prepare to charge! Prepare to charge!,fear
19702,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Go! Go! Follow your commander!,anger
19703,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Run and fight!,anger
19704,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Now.,neutral
19705,2016-06-19,Season 6,Episode 9,Battle of the Bastards,karstark,"Cavalry, charge!",anger
19706,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We'll just kill our own men. Stand down.,anger
19707,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Loose!,surprise
19708,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,Get word --,neutral
19709,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,We may as well be taking shits back here.,disgust
19710,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,Follow!,neutral
19711,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"It's time, go.",neutral
19712,2016-06-19,Season 6,Episode 9,Battle of the Bastards,smalljon,Who owns the North?,neutral
19713,2016-06-19,Season 6,Episode 9,Battle of the Bastards,all,We do!,anger
19714,2016-06-19,Season 6,Episode 9,Battle of the Bastards,smalljon,Show me!,anger
19715,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,Hey!,joy
19716,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,"Infantry, advance!",neutral
19717,2016-06-19,Season 6,Episode 9,Battle of the Bastards,davos,"With me, lads! Break their line!",anger
19718,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Tormund!,surprise
19719,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Get him back!,anger
19720,2016-06-19,Season 6,Episode 9,Battle of the Bastards,tormund,"Fuck this, come on!",anger
19721,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Their army's gone.,sadness
19722,2016-06-19,Season 6,Episode 9,Battle of the Bastards,man,Our army's gone.,sadness
19723,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,We have Winterfell. They don't have the men for a siege. All we have to do is wait.,neutral
19724,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"You suggested one on one combat, didn't you?",neutral
19725,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,I've reconsidered. I think that sounds like a wonderful idea.,joy
19726,2016-06-19,Season 6,Episode 9,Battle of the Bastards,jon snow,We're going to bury my brother in the crypt next to my father.,sadness
19727,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Jon.,neutral
19728,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Where is he?,neutral
19729,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,"Ah. Sansa. Hello, Sansa. Is this where I'll be staying now? No. Our time together is about to come to an end. That's all right. You can't kill me. I'm part of you now.",neutral
19730,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,Your words will disappear. Your house will disappear. Your name will disappear. All memory of you will disappear.,anger
19731,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,My hounds will never harm me.,fear
19732,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,You haven't fed them in seven days. You said it yourself.,neutral
19733,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,They're loyal beasts.,neutral
19734,2016-06-19,Season 6,Episode 9,Battle of the Bastards,sansa stark,They were. Now they're starving.,disgust
19735,2016-06-19,Season 6,Episode 9,Battle of the Bastards,ramsay bolton,Sit. Down! Down! Down! Down! Down!,anger
19736,2016-06-26,Season 6,Episode 10,The Winds of Winter,attendant,Your Grace. The trial will be getting underway soon.,neutral
19737,2016-06-26,Season 6,Episode 10,The Winds of Winter,mistress,You got my money?,surprise
19738,2016-06-26,Season 6,Episode 10,The Winds of Winter,pycelle,Later. Go away.,anger
19739,2016-06-26,Season 6,Episode 10,The Winds of Winter,girl,Grand Maester.,disgust
19740,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,Ser Loras Tyrell. Are you prepared to stand trial and profess your guilt or innocence before the Seven?,neutral
19741,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,There'll be no need for a trial. I confess before the Seven and freely admit to my crimes.,sadness
19742,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,To which crimes will you be confessing?,disgust
19743,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,All of them. I lay with other men including the traitor Renly Baratheon.,disgust
19744,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,"I perjured myself before the gods. I am guilty of depravity… dishonesty, profligacy, and arrogance. I see that now. I humble myself before the Seven and accept whatever punishment the gods deem just.",disgust
19745,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,"The gods' judgment is fierce, but also fair. The Warrior punishes those who believe themselves beyond the reach of justice. But the Mother shows her mercy to those who kneel before her.",disgust
19746,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,I take full responsibility for my many sins and unburden myself of my desires. My only remaining wish is to devote my life to the Seven. May I be a living example of their grace for others to witness.,sadness
19747,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,You understand fully what this means?,neutral
19748,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,I do. I will abandon the Tyrell name and all that goes with it. I will renounce my lordship and my claims on Highgarden. I will never marry and I will never father children.,sadness
